,dataset,recommended_clf
0,1541_volcanoes-d4,decision_tree
1,23_cmc,gradient_boosting
2,1011_ecoli,kneighbors
3,40706_parity5_plus_5,decision_tree
4,1065_kc3,gaussian_nb
5,835_analcatdata_vehicle,svm
6,779_fri_c1_500_25,gradient_boosting
7,933_fri_c4_250_25,gradient_boosting
8,721_pwLinear,random_forest
9,40693_xd6,gradient_boosting
10,864_sleuth_ex2015,gaussian_nb
11,37_diabetes,logistic_regression
12,910_fri_c1_1000_10,random_forest
13,853_boston,gradient_boosting
14,40975_car,gradient_boosting
15,1558_bank-marketing,linear_discriminant
16,819_delta_elevators,gradient_boosting
17,1475_first-order-theorem-proving,random_forest
18,1026_grub-damage,logistic_regression
19,735_cpu_small,gradient_boosting
20,729_visualizing_slope,logistic_regression
21,1488_parkinsons,gradient_boosting
22,902_sleuth_case2002,kneighbors
23,464_prnn_synth,logistic_regression
24,848_schlvote,kneighbors
25,11_balance-scale,gaussian_nb
26,1551_autoUniv-au6-400,decision_tree
27,1050_pc3,gaussian_nb
28,791_diabetes_numeric,random_forest
29,504_analcatdata_supreme,svm
30,888_fri_c0_500_50,gradient_boosting
31,375_JapaneseVowels,random_forest
32,182_satimage,random_forest
33,887_mbagrade,svm
34,40666_clean2,random_forest
35,882_pollution,linear_discriminant
36,40711_cleveland-nominal,kneighbors
37,450_analcatdata_lawsuit,kneighbors
38,1563_dbworld-subjects-stemmed,random_forest
39,794_fri_c2_250_25,gradient_boosting
40,803_delta_ailerons,random_forest
41,40997_jungle_chess_2pcs_endgame_panther_lion,random_forest
42,1068_pc1,decision_tree
43,1048_jEdit_4.2_4.3,gradient_boosting
44,1228_nki70,gradient_boosting
45,467_analcatdata_japansolvent,random_forest
46,905_chscase_adopt,logistic_regression
47,995_mfeat-zernike,kneighbors
48,337_SPECTF,random_forest
49,911_fri_c2_250_5,gradient_boosting
50,1412_lungcancer_GSE31210,gaussian_nb
51,777_sleuth_ex1714,gaussian_nb
52,1015_confidence,gaussian_nb
53,1413_MyIris,linear_discriminant
54,1526_wall-robot-navigation,decision_tree
55,40981_Australian,random_forest
56,796_cpu,gaussian_nb
57,461_analcatdata_creditscore,gradient_boosting
58,458_analcatdata_authorship,linear_discriminant
59,890_cloud,gradient_boosting
60,1525_wall-robot-navigation,decision_tree
61,947_arsenic-male-bladder,linear_discriminant
62,836_sleuth_case1102,svm
63,770_strikes,gradient_boosting
64,1029_LEV,random_forest
65,753_wisconsin,logistic_regression
66,40686_solar-flare,gaussian_nb
67,40708_allrep,gradient_boosting
68,40683_postoperative-patient-data,svm
69,448_analcatdata_boxing1,gradient_boosting
70,16_mfeat-karhunen,kneighbors
71,1501_semeion,random_forest
72,950_arsenic-female-lung,logistic_regression
73,744_fri_c3_250_5,gradient_boosting
74,797_fri_c4_1000_50,gradient_boosting
75,811_rmftsa_ctoarrivals,linear_discriminant
76,743_fri_c1_1000_5,random_forest
77,1099_EgyptianSkulls,gaussian_nb
78,893_visualizing_hamster,gradient_boosting
79,912_fri_c2_1000_5,svm
80,778_bodyfat,random_forest
81,969_iris,kneighbors
82,994_vehicle,random_forest
83,1117_desharnais,logistic_regression
84,715_fri_c3_1000_25,gradient_boosting
85,928_rabe_97,linear_discriminant
86,1566_hill-valley,logistic_regression
87,934_socmob,decision_tree
88,1565_heart-h,linear_discriminant
89,329_hayes-roth,gradient_boosting
90,1480_ilpd,gaussian_nb
91,813_fri_c3_1000_5,random_forest
