,dataset,recommended_clf
0,1541_volcanoes-d4,decision_tree
1,23_cmc,gradient_boosting
2,1011_ecoli,linear_discriminant
3,40706_parity5_plus_5,decision_tree
4,1065_kc3,gaussian_nb
5,835_analcatdata_vehicle,logistic_regression
6,779_fri_c1_500_25,gradient_boosting
7,933_fri_c4_250_25,gradient_boosting
8,721_pwLinear,random_forest
9,40693_xd6,random_forest
10,864_sleuth_ex2015,logistic_regression
11,37_diabetes,gradient_boosting
12,910_fri_c1_1000_10,gradient_boosting
13,853_boston,random_forest
14,40975_car,gradient_boosting
15,1558_bank-marketing,linear_discriminant
16,819_delta_elevators,gradient_boosting
17,1475_first-order-theorem-proving,random_forest
18,1026_grub-damage,kneighbors
19,735_cpu_small,random_forest
20,729_visualizing_slope,decision_tree
21,1488_parkinsons,gradient_boosting
22,902_sleuth_case2002,kneighbors
23,464_prnn_synth,random_forest
24,848_schlvote,kneighbors
25,11_balance-scale,logistic_regression
26,1551_autoUniv-au6-400,decision_tree
27,1050_pc3,decision_tree
28,791_diabetes_numeric,decision_tree
29,504_analcatdata_supreme,gradient_boosting
30,888_fri_c0_500_50,gradient_boosting
31,375_JapaneseVowels,random_forest
32,182_satimage,random_forest
33,887_mbagrade,logistic_regression
34,40666_clean2,decision_tree
35,882_pollution,random_forest
36,40711_cleveland-nominal,decision_tree
37,450_analcatdata_lawsuit,gradient_boosting
38,1563_dbworld-subjects-stemmed,logistic_regression
39,794_fri_c2_250_25,gradient_boosting
40,803_delta_ailerons,random_forest
41,40997_jungle_chess_2pcs_endgame_panther_lion,gradient_boosting
42,1068_pc1,decision_tree
43,1048_jEdit_4.2_4.3,random_forest
44,1228_nki70,gaussian_nb
45,467_analcatdata_japansolvent,linear_discriminant
46,905_chscase_adopt,logistic_regression
47,995_mfeat-zernike,linear_discriminant
48,337_SPECTF,decision_tree
49,911_fri_c2_250_5,gradient_boosting
50,1412_lungcancer_GSE31210,decision_tree
51,777_sleuth_ex1714,decision_tree
52,1015_confidence,kneighbors
53,1413_MyIris,linear_discriminant
54,1526_wall-robot-navigation,decision_tree
55,40981_Australian,random_forest
56,796_cpu,gaussian_nb
57,461_analcatdata_creditscore,random_forest
58,458_analcatdata_authorship,linear_discriminant
59,890_cloud,gradient_boosting
60,1525_wall-robot-navigation,decision_tree
61,947_arsenic-male-bladder,logistic_regression
62,836_sleuth_case1102,gaussian_nb
63,770_strikes,gradient_boosting
64,1029_LEV,svm
65,753_wisconsin,gaussian_nb
66,40686_solar-flare,random_forest
67,40708_allrep,linear_discriminant
68,40683_postoperative-patient-data,decision_tree
69,448_analcatdata_boxing1,decision_tree
70,16_mfeat-karhunen,kneighbors
71,1501_semeion,random_forest
72,950_arsenic-female-lung,random_forest
73,744_fri_c3_250_5,random_forest
74,797_fri_c4_1000_50,gradient_boosting
75,811_rmftsa_ctoarrivals,gradient_boosting
76,743_fri_c1_1000_5,random_forest
77,1099_EgyptianSkulls,linear_discriminant
78,893_visualizing_hamster,gradient_boosting
79,912_fri_c2_1000_5,svm
80,778_bodyfat,decision_tree
81,969_iris,decision_tree
82,994_vehicle,random_forest
83,1117_desharnais,logistic_regression
84,715_fri_c3_1000_25,gradient_boosting
85,928_rabe_97,decision_tree
86,1566_hill-valley,logistic_regression
87,934_socmob,gradient_boosting
88,1565_heart-h,linear_discriminant
89,329_hayes-roth,decision_tree
90,1480_ilpd,gaussian_nb
91,813_fri_c3_1000_5,random_forest
