21	19	ASC
0.62840	0.62280	0.62280	0.62280	0.62980	0.62980	0.63600	0.60860	0.62520	0.62920	0.63540	0.63820	0.63500	0.63820	0.63740	0.63580	0.59720	0.63580	0.64760
0.73333	0.73723	0.73723	0.73723	0.73448	0.73448	0.74039	0.73091	0.72440	0.74066	0.74140	0.72191	0.72204	0.72191	0.70074	0.71808	0.70706	0.71808	0.74644
0.67165	0.67500	0.67500	0.67500	0.67225	0.67225	0.67805	0.66670	0.66608	0.67947	0.67405	0.66565	0.66457	0.66698	0.67485	0.62813	0.62945	0.62813	0.66940
0.52601	0.54281	0.53551	0.53403	0.53344	0.53358	0.54193	0.52968	0.53572	0.53405	0.53322	0.50068	0.48695	0.50068	0.50354	0.53430	0.52343	0.53430	0.53578
0.63027	0.62697	0.62718	0.62698	0.63241	0.63241	0.62299	0.62232	0.62871	0.62958	0.62911	0.59116	0.59046	0.59116	0.62701	0.60625	0.60748	0.60625	0.62201
0.78712	0.79064	0.79064	0.79064	0.79115	0.79115	0.79165	0.77750	0.77656	0.78280	0.78781	0.74412	0.77794	0.74412	0.73440	0.79303	0.77696	0.79303	0.78240
0.80679	0.84487	0.84487	0.84487	0.81135	0.81135	0.81580	0.81413	0.82490	0.81660	0.81647	0.78333	0.78333	0.78333	0.82446	0.78160	0.80542	0.78160	0.84994
0.72167	0.74867	0.75165	0.74644	0.73816	0.74067	0.73744	0.72149	0.73547	0.73535	0.73472	0.70581	0.70381	0.70581	0.70365	0.75460	0.72342	0.75460	0.75858
0.46600	0.48419	0.49134	0.47941	0.48063	0.48095	0.48447	0.47206	0.47643	0.47215	0.47008	0.43115	0.44902	0.43115	0.43612	0.48577	0.45595	0.48588	0.49936
0.61118	0.64156	0.63689	0.64522	0.63977	0.63797	0.64086	0.61910	0.62149	0.62701	0.62888	0.54364	0.58382	0.54364	0.60029	0.61787	0.62394	0.61787	0.62718
0.79729	0.82782	0.82672	0.83004	0.81562	0.81945	0.82053	0.81436	0.81712	0.81425	0.81435	0.75282	0.73384	0.75282	0.81132	0.79722	0.72799	0.79722	0.83221
0.79407	0.80812	0.80812	0.80812	0.80537	0.80537	0.79841	0.79238	0.80186	0.80440	0.80643	0.80407	0.78026	0.80407	0.80682	0.78917	0.75247	0.78917	0.79996
0.80741	0.81698	0.82225	0.81449	0.81832	0.82148	0.82062	0.80761	0.81557	0.81886	0.81820	0.81756	0.81209	0.81479	0.81575	0.81004	0.77672	0.81004	0.81972
0.70152	0.70497	0.70497	0.70497	0.70375	0.70375	0.70862	0.69839	0.70249	0.70142	0.70209	0.68984	0.68946	0.68984	0.71605	0.64028	0.65405	0.64028	0.70291
0.58413	0.59349	0.59349	0.59349	0.58779	0.58779	0.58489	0.58477	0.58712	0.58518	0.58451	0.56754	0.56296	0.56754	0.58195	0.59510	0.58198	0.59510	0.59355
0.76046	0.77272	0.77272	0.77272	0.77424	0.77424	0.77880	0.76363	0.76175	0.76454	0.76437	0.74721	0.75620	0.74721	0.76616	0.76749	0.68311	0.76749	0.78980
0.82233	0.82982	0.82982	0.82982	0.83350	0.83350	0.83629	0.82790	0.82847	0.82747	0.82920	0.79449	0.79362	0.79449	0.81275	0.69536	0.69831	0.69536	0.79020
0.79181	0.82565	0.82547	0.82391	0.83389	0.83389	0.80860	0.79398	0.80533	0.80626	0.80528	0.69542	0.69542	0.69542	0.82092	0.82720	0.82285	0.82720	0.78994
0.88190	0.90008	0.90026	0.90026	0.88705	0.88705	0.88909	0.88433	0.88769	0.88737	0.88391	0.87824	0.86004	0.87824	0.89115	0.88906	0.84491	0.88906	0.89107
0.76941	0.78078	0.78567	0.78620	0.77966	0.78028	0.78447	0.76897	0.77484	0.77149	0.76982	0.75031	0.75020	0.75031	0.77008	0.69502	0.69662	0.69727	0.77499
0.68953	0.69580	0.69580	0.69580	0.69294	0.69294	0.69768	0.68204	0.68739	0.69112	0.68823	0.67630	0.68189	0.67630	0.66809	0.67979	0.67568	0.67979	0.68907
