21	19	ASC
0.72500	0.72500	0.72500	0.72500	0.73800	0.73800	0.76300	0.72800	0.71500	0.72900	0.74500	0.73600	0.68500	0.73600	0.72700	0.73200	0.65700	0.73200	0.73600
0.80806	0.80161	0.80161	0.80161	0.81048	0.81048	0.80000	0.80726	0.79677	0.80726	0.80484	0.78548	0.78468	0.78548	0.76855	0.77661	0.76613	0.77661	0.81935
0.73900	0.76350	0.76350	0.76350	0.75500	0.75500	0.76400	0.74350	0.75500	0.75400	0.75050	0.73450	0.72800	0.74000	0.75650	0.67800	0.69100	0.67800	0.75400
0.62783	0.65755	0.64340	0.63962	0.62500	0.65330	0.64009	0.63632	0.64953	0.63726	0.63679	0.57406	0.56981	0.57406	0.58019	0.62877	0.63349	0.62877	0.63255
0.69811	0.69481	0.69340	0.69528	0.69717	0.69717	0.71085	0.69009	0.70472	0.70094	0.69575	0.64151	0.64009	0.64151	0.69623	0.66132	0.67028	0.66132	0.69670
0.80755	0.84151	0.84151	0.84151	0.82547	0.82547	0.82594	0.82783	0.81792	0.82028	0.82594	0.81415	0.81038	0.81415	0.81604	0.84104	0.81934	0.84104	0.84245
0.91125	0.98750	0.98750	0.98750	0.95042	0.95042	0.94542	0.92583	0.95708	0.95000	0.95042	0.85917	0.85917	0.85917	0.98000	0.92333	0.96292	0.92333	0.97750
0.88767	0.91533	0.92200	0.91000	0.92467	0.91533	0.91400	0.87967	0.91800	0.90633	0.90167	0.80667	0.84933	0.80667	0.82067	0.93533	0.89667	0.93533	0.93167
0.55861	0.59338	0.60662	0.59735	0.58477	0.59073	0.59901	0.55927	0.56424	0.56192	0.56490	0.55066	0.55000	0.55066	0.56192	0.58046	0.54702	0.58179	0.59669
0.76969	0.80094	0.79906	0.80469	0.80469	0.79844	0.79500	0.76563	0.78906	0.79000	0.79063	0.64062	0.71688	0.64062	0.75031	0.78875	0.75375	0.78875	0.77688
0.91124	0.94185	0.94101	0.94635	0.93904	0.94663	0.92753	0.92051	0.93258	0.92809	0.93090	0.89831	0.86601	0.89831	0.93876	0.91404	0.86798	0.91404	0.94410
0.84846	0.86410	0.86410	0.86410	0.87282	0.87282	0.84897	0.85128	0.85897	0.86641	0.86103	0.83385	0.82641	0.83385	0.86667	0.85128	0.79026	0.85128	0.86282
0.90512	0.90837	0.91581	0.90930	0.92465	0.92744	0.91535	0.90930	0.92116	0.91721	0.91884	0.90093	0.89093	0.90093	0.89860	0.93186	0.92209	0.93186	0.92791
0.75685	0.75574	0.75574	0.75574	0.76870	0.76870	0.76315	0.76056	0.75944	0.76815	0.76056	0.74685	0.74741	0.74685	0.76222	0.68722	0.70556	0.68722	0.75278
0.62130	0.63275	0.63275	0.63275	0.63681	0.63681	0.61754	0.62246	0.62377	0.63580	0.63145	0.61638	0.60841	0.61638	0.63667	0.63507	0.63217	0.63507	0.62058
0.81418	0.85946	0.85946	0.85946	0.86103	0.86103	0.85444	0.82536	0.82421	0.83195	0.83338	0.81246	0.81347	0.81246	0.85802	0.83238	0.84255	0.83238	0.86676
0.89473	0.91481	0.91481	0.91481	0.90983	0.90983	0.90313	0.90071	0.90299	0.90242	0.90185	0.88390	0.88319	0.88390	0.88191	0.74900	0.78077	0.74900	0.89843
0.88867	0.96061	0.96052	0.96295	0.96178	0.96178	0.91619	0.89308	0.91808	0.91897	0.91376	0.78165	0.78165	0.78165	0.96070	0.94263	0.94182	0.94263	0.88453
0.92452	0.94385	0.94411	0.94411	0.93893	0.93893	0.93656	0.93286	0.93392	0.93533	0.93445	0.93023	0.92496	0.93023	0.93506	0.94367	0.92531	0.94367	0.93946
0.82623	0.83761	0.83652	0.83565	0.83841	0.83746	0.83855	0.82536	0.83174	0.82652	0.82116	0.81667	0.81580	0.81667	0.80630	0.75986	0.77826	0.76775	0.83348
0.71120	0.72826	0.72826	0.72826	0.72552	0.72552	0.72695	0.71712	0.71361	0.71725	0.71953	0.70977	0.70690	0.70977	0.71536	0.72051	0.71074	0.72051	0.72806
